-------------------------------
T_j^H 	 T_j^L 	 CC_i'
82 	 85 	 934
83 	 85 	 934
10 	 86 	 719
11 	 86 	 739
12 	 86 	 760
13 	 86 	 774
14 	 86 	 789
15 	 86 	 799
16 	 86 	 809
17 	 86 	 820
18 	 86 	 830
19 	 86 	 834
20 	 86 	 844
21 	 86 	 850
22 	 86 	 854
23 	 86 	 860
24 	 86 	 864
25 	 86 	 870
26 	 86 	 870
27 	 86 	 874
28 	 86 	 879
29 	 86 	 879
30 	 86 	 885
31 	 86 	 885
32 	 86 	 889
33 	 86 	 889
34 	 86 	 895
35 	 86 	 895
36 	 86 	 899
37 	 86 	 899
38 	 86 	 899
39 	 86 	 905
40 	 86 	 905
41 	 86 	 905
42 	 86 	 910
43 	 86 	 910
44 	 86 	 910
45 	 86 	 910
46 	 86 	 914
47 	 86 	 914
48 	 86 	 914
49 	 86 	 914
50 	 86 	 920
51 	 86 	 920
52 	 86 	 920
53 	 86 	 920
54 	 86 	 920
55 	 86 	 920
56 	 86 	 924
57 	 86 	 924
58 	 86 	 924
59 	 86 	 924
60 	 86 	 924
61 	 86 	 924
62 	 86 	 924
63 	 86 	 930
64 	 86 	 930
65 	 86 	 930
66 	 86 	 930
67 	 86 	 930
68 	 86 	 930
69 	 86 	 930
70 	 86 	 930
71 	 86 	 930
72 	 86 	 934
73 	 86 	 934
74 	 86 	 934
75 	 86 	 934
76 	 86 	 934
77 	 86 	 934
78 	 86 	 934
79 	 86 	 934
80 	 86 	 934
81 	 86 	 934
82 	 86 	 934
83 	 86 	 934
84 	 86 	 939
10 	 87 	 719
11 	 87 	 739
12 	 87 	 760
13 	 87 	 774
14 	 87 	 789
15 	 87 	 799
16 	 87 	 809
17 	 87 	 820
18 	 87 	 830
19 	 87 	 834
20 	 87 	 844
21 	 87 	 850
22 	 87 	 854
23 	 87 	 860
24 	 87 	 864
25 	 87 	 870
26 	 87 	 870
27 	 87 	 874
28 	 87 	 879
29 	 87 	 879
30 	 87 	 885
31 	 87 	 885
32 	 87 	 889
33 	 87 	 889
34 	 87 	 895
35 	 87 	 895
36 	 87 	 899
37 	 87 	 899
38 	 87 	 899
39 	 87 	 905
40 	 87 	 905
41 	 87 	 905
42 	 87 	 910
43 	 87 	 910
44 	 87 	 910
45 	 87 	 910
46 	 87 	 914
47 	 87 	 914
48 	 87 	 914
49 	 87 	 914
50 	 87 	 920
51 	 87 	 920
52 	 87 	 920
53 	 87 	 920
54 	 87 	 920
55 	 87 	 920
56 	 87 	 924
57 	 87 	 924
58 	 87 	 924
59 	 87 	 924
60 	 87 	 924
61 	 87 	 924
62 	 87 	 924
63 	 87 	 930
64 	 87 	 930
65 	 87 	 930
66 	 87 	 930
67 	 87 	 930
68 	 87 	 930
69 	 87 	 930
70 	 87 	 930
71 	 87 	 930
72 	 87 	 934
73 	 87 	 934
74 	 87 	 934
75 	 87 	 934
76 	 87 	 934
77 	 87 	 934
78 	 87 	 934
79 	 87 	 934
80 	 87 	 934
81 	 87 	 934
82 	 87 	 934
83 	 87 	 934
84 	 87 	 939
85 	 87 	 939
10 	 88 	 719
11 	 88 	 739
12 	 88 	 760
13 	 88 	 774
14 	 88 	 789
15 	 88 	 799
16 	 88 	 809
17 	 88 	 820
18 	 88 	 830
19 	 88 	 834
20 	 88 	 844
21 	 88 	 850
22 	 88 	 854
23 	 88 	 860
24 	 88 	 864
25 	 88 	 870
26 	 88 	 870
27 	 88 	 874
28 	 88 	 879
29 	 88 	 879
30 	 88 	 885
31 	 88 	 885
32 	 88 	 889
33 	 88 	 889
34 	 88 	 895
35 	 88 	 895
36 	 88 	 899
37 	 88 	 899
38 	 88 	 899
39 	 88 	 905
40 	 88 	 905
41 	 88 	 905
42 	 88 	 910
43 	 88 	 910
44 	 88 	 910
45 	 88 	 910
46 	 88 	 914
47 	 88 	 914
48 	 88 	 914
49 	 88 	 914
50 	 88 	 920
51 	 88 	 920
52 	 88 	 920
53 	 88 	 920
54 	 88 	 920
55 	 88 	 920
56 	 88 	 924
57 	 88 	 924
58 	 88 	 924
59 	 88 	 924
60 	 88 	 924
61 	 88 	 924
62 	 88 	 924
63 	 88 	 930
64 	 88 	 930
65 	 88 	 930
66 	 88 	 930
67 	 88 	 930
68 	 88 	 930
69 	 88 	 930
70 	 88 	 930
71 	 88 	 930
72 	 88 	 934
73 	 88 	 934
74 	 88 	 934
75 	 88 	 934
76 	 88 	 934
77 	 88 	 934
78 	 88 	 934
79 	 88 	 934
80 	 88 	 934
81 	 88 	 934
82 	 88 	 934
83 	 88 	 934
84 	 88 	 939
85 	 88 	 939
86 	 88 	 939
10 	 89 	 719
11 	 89 	 739
12 	 89 	 760
13 	 89 	 774
14 	 89 	 789
15 	 89 	 799
16 	 89 	 809
17 	 89 	 820
18 	 89 	 830
19 	 89 	 834
20 	 89 	 844
21 	 89 	 850
22 	 89 	 854
23 	 89 	 860
24 	 89 	 864
25 	 89 	 870
26 	 89 	 870
27 	 89 	 874
28 	 89 	 879
29 	 89 	 879
30 	 89 	 885
31 	 89 	 885
32 	 89 	 889
33 	 89 	 889
34 	 89 	 895
35 	 89 	 895
36 	 89 	 899
37 	 89 	 899
38 	 89 	 899
39 	 89 	 905
40 	 89 	 905
41 	 89 	 905
42 	 89 	 910
43 	 89 	 910
44 	 89 	 910
45 	 89 	 910
46 	 89 	 914
47 	 89 	 914
48 	 89 	 914
49 	 89 	 914
50 	 89 	 920
51 	 89 	 920
52 	 89 	 920
53 	 89 	 920
54 	 89 	 920
55 	 89 	 920
56 	 89 	 924
57 	 89 	 924
58 	 89 	 924
59 	 89 	 924
60 	 89 	 924
61 	 89 	 924
62 	 89 	 924
63 	 89 	 930
64 	 89 	 930
65 	 89 	 930
66 	 89 	 930
67 	 89 	 930
68 	 89 	 930
69 	 89 	 930
70 	 89 	 930
71 	 89 	 930
72 	 89 	 934
73 	 89 	 934
74 	 89 	 934
75 	 89 	 934
76 	 89 	 934
77 	 89 	 934
78 	 89 	 934
79 	 89 	 934
80 	 89 	 934
81 	 89 	 934
82 	 89 	 934
83 	 89 	 934
84 	 89 	 939
85 	 89 	 939
86 	 89 	 939
87 	 89 	 939
10 	 90 	 719
11 	 90 	 739
12 	 90 	 760
13 	 90 	 774
14 	 90 	 789
15 	 90 	 799
16 	 90 	 809
17 	 90 	 820
18 	 90 	 830
19 	 90 	 834
20 	 90 	 844
21 	 90 	 850
22 	 90 	 854
23 	 90 	 860
24 	 90 	 864
25 	 90 	 870
26 	 90 	 870
27 	 90 	 874
28 	 90 	 879
29 	 90 	 879
30 	 90 	 885
31 	 90 	 885
32 	 90 	 889
33 	 90 	 889
34 	 90 	 895
35 	 90 	 895
36 	 90 	 899
37 	 90 	 899
38 	 90 	 899
39 	 90 	 905
40 	 90 	 905
41 	 90 	 905
42 	 90 	 910
43 	 90 	 910
44 	 90 	 910
45 	 90 	 910
46 	 90 	 914
47 	 90 	 914
48 	 90 	 914
49 	 90 	 914
50 	 90 	 920
51 	 90 	 920
52 	 90 	 920
53 	 90 	 920
54 	 90 	 920
55 	 90 	 920
56 	 90 	 924
57 	 90 	 924
58 	 90 	 924
59 	 90 	 924
60 	 90 	 924
61 	 90 	 924
62 	 90 	 924
63 	 90 	 930
64 	 90 	 930
65 	 90 	 930
66 	 90 	 930
67 	 90 	 930
68 	 90 	 930
69 	 90 	 930
70 	 90 	 930
71 	 90 	 930
72 	 90 	 934
73 	 90 	 934
74 	 90 	 934
75 	 90 	 934
76 	 90 	 934
77 	 90 	 934
78 	 90 	 934
79 	 90 	 934
80 	 90 	 934
81 	 90 	 934
82 	 90 	 934
83 	 90 	 934
84 	 90 	 939
85 	 90 	 939
86 	 90 	 939
87 	 90 	 939
88 	 90 	 939
10 	 91 	 719
11 	 91 	 739
12 	 91 	 760
13 	 91 	 774
14 	 91 	 789
15 	 91 	 799
16 	 91 	 809
17 	 91 	 820
18 	 91 	 830
19 	 91 	 834
20 	 91 	 844
21 	 91 	 850
22 	 91 	 854
23 	 91 	 860
24 	 91 	 864
25 	 91 	 870
26 	 91 	 870
27 	 91 	 874
28 	 91 	 879
29 	 91 	 879
30 	 91 	 885
31 	 91 	 885
32 	 91 	 889
33 	 91 	 889
34 	 91 	 895
35 	 91 	 895
36 	 91 	 899
37 	 91 	 899
38 	 91 	 899
39 	 91 	 905
40 	 91 	 905
41 	 91 	 905
42 	 91 	 910
43 	 91 	 910
44 	 91 	 910
45 	 91 	 910
46 	 91 	 914
47 	 91 	 914
48 	 91 	 914
49 	 91 	 914
50 	 91 	 920
51 	 91 	 920
52 	 91 	 920
53 	 91 	 920
54 	 91 	 920
55 	 91 	 920
56 	 91 	 924
57 	 91 	 924
58 	 91 	 924
59 	 91 	 924
60 	 91 	 924
61 	 91 	 924
62 	 91 	 924
63 	 91 	 930
64 	 91 	 930
65 	 91 	 930
66 	 91 	 930
67 	 91 	 930
68 	 91 	 930
69 	 91 	 930
70 	 91 	 930
71 	 91 	 930
72 	 91 	 934
73 	 91 	 934
74 	 91 	 934
75 	 91 	 934
76 	 91 	 934
77 	 91 	 934
78 	 91 	 934
79 	 91 	 934
80 	 91 	 934
81 	 91 	 934
82 	 91 	 934
83 	 91 	 934
84 	 91 	 939
85 	 91 	 939
86 	 91 	 939
87 	 91 	 939
88 	 91 	 939
89 	 91 	 939
10 	 92 	 719
11 	 92 	 739
12 	 92 	 760
13 	 92 	 774
14 	 92 	 789
15 	 92 	 799
16 	 92 	 809
17 	 92 	 820
18 	 92 	 830
19 	 92 	 834
20 	 92 	 844
21 	 92 	 850
22 	 92 	 854
23 	 92 	 860
24 	 92 	 864
25 	 92 	 870
26 	 92 	 870
27 	 92 	 874
28 	 92 	 879
29 	 92 	 879
30 	 92 	 885
31 	 92 	 885
32 	 92 	 889
33 	 92 	 889
34 	 92 	 895
35 	 92 	 895
36 	 92 	 899
37 	 92 	 899
38 	 92 	 899
39 	 92 	 905
40 	 92 	 905
41 	 92 	 905
42 	 92 	 910
43 	 92 	 910
44 	 92 	 910
45 	 92 	 910
46 	 92 	 914
47 	 92 	 914
48 	 92 	 914
49 	 92 	 914
50 	 92 	 920
51 	 92 	 920
52 	 92 	 920
53 	 92 	 920
54 	 92 	 920
55 	 92 	 920
56 	 92 	 924
57 	 92 	 924
58 	 92 	 924
59 	 92 	 924
60 	 92 	 924
61 	 92 	 924
62 	 92 	 924
63 	 92 	 930
64 	 92 	 930
65 	 92 	 930
66 	 92 	 930
67 	 92 	 930
68 	 92 	 930
69 	 92 	 930
70 	 92 	 930
71 	 92 	 930
72 	 92 	 934
73 	 92 	 934
74 	 92 	 934
75 	 92 	 934
76 	 92 	 934
77 	 92 	 934
78 	 92 	 934
79 	 92 	 934
80 	 92 	 934
81 	 92 	 934
82 	 92 	 934
83 	 92 	 934
84 	 92 	 939
85 	 92 	 939
86 	 92 	 939
87 	 92 	 939
88 	 92 	 939
89 	 92 	 939
90 	 92 	 939
10 	 93 	 719
11 	 93 	 739
12 	 93 	 760
13 	 93 	 774
14 	 93 	 789
15 	 93 	 799
16 	 93 	 809
17 	 93 	 820
18 	 93 	 830
19 	 93 	 834
20 	 93 	 844
21 	 93 	 850
22 	 93 	 854
23 	 93 	 860
24 	 93 	 864
25 	 93 	 870
26 	 93 	 870
27 	 93 	 874
28 	 93 	 879
29 	 93 	 879
30 	 93 	 885
31 	 93 	 885
32 	 93 	 889
33 	 93 	 889
34 	 93 	 895
35 	 93 	 895
36 	 93 	 899
37 	 93 	 899
38 	 93 	 899
39 	 93 	 905
40 	 93 	 905
41 	 93 	 905
42 	 93 	 910
43 	 93 	 910
44 	 93 	 910
45 	 93 	 910
46 	 93 	 914
47 	 93 	 914
48 	 93 	 914
49 	 93 	 914
50 	 93 	 920
51 	 93 	 920
52 	 93 	 920
53 	 93 	 920
54 	 93 	 920
55 	 93 	 920
56 	 93 	 924
57 	 93 	 924
58 	 93 	 924
59 	 93 	 924
60 	 93 	 924
61 	 93 	 924
62 	 93 	 924
63 	 93 	 930
64 	 93 	 930
65 	 93 	 930
66 	 93 	 930
67 	 93 	 930
68 	 93 	 930
69 	 93 	 930
70 	 93 	 930
71 	 93 	 930
72 	 93 	 934
73 	 93 	 934
74 	 93 	 934
75 	 93 	 934
76 	 93 	 934
77 	 93 	 934
78 	 93 	 934
79 	 93 	 934
80 	 93 	 934
81 	 93 	 934
82 	 93 	 934
83 	 93 	 934
84 	 93 	 939
85 	 93 	 939
86 	 93 	 939
87 	 93 	 939
88 	 93 	 939
89 	 93 	 939
90 	 93 	 939
91 	 93 	 939
10 	 94 	 719
11 	 94 	 739
12 	 94 	 760
13 	 94 	 774
14 	 94 	 789
15 	 94 	 799
16 	 94 	 809
17 	 94 	 820
18 	 94 	 830
19 	 94 	 834
20 	 94 	 844
21 	 94 	 850
22 	 94 	 854
23 	 94 	 860
24 	 94 	 864
25 	 94 	 870
26 	 94 	 870
27 	 94 	 874
28 	 94 	 879
29 	 94 	 879
30 	 94 	 885
31 	 94 	 885
32 	 94 	 889
33 	 94 	 889
34 	 94 	 895
35 	 94 	 895
36 	 94 	 899
37 	 94 	 899
38 	 94 	 899
39 	 94 	 905
40 	 94 	 905
41 	 94 	 905
42 	 94 	 910
43 	 94 	 910
44 	 94 	 910
45 	 94 	 910
46 	 94 	 914
47 	 94 	 914
48 	 94 	 914
49 	 94 	 914
50 	 94 	 920
51 	 94 	 920
52 	 94 	 920
53 	 94 	 920
54 	 94 	 920
55 	 94 	 920
56 	 94 	 924
57 	 94 	 924
58 	 94 	 924
59 	 94 	 924
60 	 94 	 924
61 	 94 	 924
62 	 94 	 924
63 	 94 	 930
64 	 94 	 930
65 	 94 	 930
66 	 94 	 930
67 	 94 	 930
68 	 94 	 930
69 	 94 	 930
70 	 94 	 930
71 	 94 	 930
72 	 94 	 934
73 	 94 	 934
74 	 94 	 934
75 	 94 	 934
76 	 94 	 934
77 	 94 	 934
78 	 94 	 934
79 	 94 	 934
80 	 94 	 934
81 	 94 	 934
82 	 94 	 934
83 	 94 	 934
84 	 94 	 939
85 	 94 	 939
86 	 94 	 939
87 	 94 	 939
88 	 94 	 939
89 	 94 	 939
90 	 94 	 939
91 	 94 	 939
92 	 94 	 939
10 	 95 	 719
11 	 95 	 739
12 	 95 	 760
13 	 95 	 774
14 	 95 	 789
15 	 95 	 799
16 	 95 	 809
17 	 95 	 820
18 	 95 	 830
19 	 95 	 834
20 	 95 	 844
21 	 95 	 850
22 	 95 	 854
23 	 95 	 860
24 	 95 	 864
25 	 95 	 870
26 	 95 	 870
27 	 95 	 874
28 	 95 	 879
29 	 95 	 879
30 	 95 	 885
31 	 95 	 885
32 	 95 	 889
33 	 95 	 889
34 	 95 	 895
35 	 95 	 895
36 	 95 	 899
37 	 95 	 899
38 	 95 	 899
39 	 95 	 905
40 	 95 	 905
41 	 95 	 905
42 	 95 	 910
43 	 95 	 910
44 	 95 	 910
45 	 95 	 910
46 	 95 	 914
47 	 95 	 914
48 	 95 	 914
49 	 95 	 914
50 	 95 	 920
51 	 95 	 920
52 	 95 	 920
53 	 95 	 920
54 	 95 	 920
55 	 95 	 920
56 	 95 	 924
57 	 95 	 924
58 	 95 	 924
59 	 95 	 924
60 	 95 	 924
61 	 95 	 924
62 	 95 	 924
63 	 95 	 930
64 	 95 	 930
65 	 95 	 930
66 	 95 	 930
67 	 95 	 930
68 	 95 	 930
69 	 95 	 930
70 	 95 	 930
71 	 95 	 930
72 	 95 	 934
73 	 95 	 934
74 	 95 	 934
75 	 95 	 934
76 	 95 	 934
77 	 95 	 934
78 	 95 	 934
79 	 95 	 934
80 	 95 	 934
81 	 95 	 934
82 	 95 	 934
83 	 95 	 934
84 	 95 	 939
85 	 95 	 939
86 	 95 	 939
87 	 95 	 939
88 	 95 	 939
89 	 95 	 939
90 	 95 	 939
91 	 95 	 939
92 	 95 	 939
93 	 95 	 939
10 	 96 	 719
11 	 96 	 739
12 	 96 	 760
13 	 96 	 774
14 	 96 	 789
15 	 96 	 799
16 	 96 	 809
17 	 96 	 820
18 	 96 	 830
19 	 96 	 834
20 	 96 	 844
21 	 96 	 850
22 	 96 	 854
23 	 96 	 860
24 	 96 	 864
25 	 96 	 870
26 	 96 	 870
27 	 96 	 874
28 	 96 	 879
29 	 96 	 879
30 	 96 	 885
31 	 96 	 885
32 	 96 	 889
33 	 96 	 889
34 	 96 	 895
35 	 96 	 895
36 	 96 	 899
37 	 96 	 899
38 	 96 	 899
39 	 96 	 905
40 	 96 	 905
41 	 96 	 905
42 	 96 	 910
43 	 96 	 910
44 	 96 	 910
45 	 96 	 910
46 	 96 	 914
47 	 96 	 914
48 	 96 	 914
49 	 96 	 914
50 	 96 	 920
51 	 96 	 920
52 	 96 	 920
53 	 96 	 920
54 	 96 	 920
55 	 96 	 920
56 	 96 	 924
57 	 96 	 924
58 	 96 	 924
59 	 96 	 924
60 	 96 	 924
61 	 96 	 924
62 	 96 	 924
63 	 96 	 930
64 	 96 	 930
65 	 96 	 930
66 	 96 	 930
67 	 96 	 930
68 	 96 	 930
69 	 96 	 930
70 	 96 	 930
71 	 96 	 930
72 	 96 	 934
73 	 96 	 934
74 	 96 	 934
75 	 96 	 934
76 	 96 	 934
77 	 96 	 934
78 	 96 	 934
79 	 96 	 934
80 	 96 	 934
81 	 96 	 934
82 	 96 	 934
83 	 96 	 934
84 	 96 	 939
85 	 96 	 939
86 	 96 	 939
87 	 96 	 939
88 	 96 	 939
89 	 96 	 939
90 	 96 	 939
91 	 96 	 939
92 	 96 	 939
93 	 96 	 939
94 	 96 	 939
10 	 97 	 719
11 	 97 	 739
12 	 97 	 760
13 	 97 	 774
14 	 97 	 789
15 	 97 	 799
16 	 97 	 809
17 	 97 	 820
18 	 97 	 830
19 	 97 	 834
20 	 97 	 844
21 	 97 	 850
22 	 97 	 854
23 	 97 	 860
24 	 97 	 864
25 	 97 	 870
26 	 97 	 870
27 	 97 	 874
28 	 97 	 879
29 	 97 	 879
30 	 97 	 885
31 	 97 	 885
32 	 97 	 889
33 	 97 	 889
34 	 97 	 895
35 	 97 	 895
36 	 97 	 899
37 	 97 	 899
38 	 97 	 899
39 	 97 	 905
40 	 97 	 905
41 	 97 	 905
42 	 97 	 910
43 	 97 	 910
44 	 97 	 910
45 	 97 	 910
46 	 97 	 914
47 	 97 	 914
48 	 97 	 914
49 	 97 	 914
50 	 97 	 920
51 	 97 	 920
52 	 97 	 920
53 	 97 	 920
54 	 97 	 920
55 	 97 	 920
56 	 97 	 924
57 	 97 	 924
58 	 97 	 924
59 	 97 	 924
60 	 97 	 924
61 	 97 	 924
62 	 97 	 924
63 	 97 	 930
64 	 97 	 930
65 	 97 	 930
66 	 97 	 930
67 	 97 	 930
68 	 97 	 930
69 	 97 	 930
70 	 97 	 930
71 	 97 	 930
72 	 97 	 934
73 	 97 	 934
74 	 97 	 934
75 	 97 	 934
76 	 97 	 934
77 	 97 	 934
78 	 97 	 934
79 	 97 	 934
80 	 97 	 934
81 	 97 	 934
82 	 97 	 934
83 	 97 	 934
84 	 97 	 939
85 	 97 	 939
86 	 97 	 939
87 	 97 	 939
88 	 97 	 939
89 	 97 	 939
90 	 97 	 939
91 	 97 	 939
92 	 97 	 939
93 	 97 	 939
94 	 97 	 939
95 	 97 	 939
10 	 98 	 719
11 	 98 	 739
12 	 98 	 760
13 	 98 	 774
14 	 98 	 789
15 	 98 	 799
16 	 98 	 809
17 	 98 	 820
18 	 98 	 830
19 	 98 	 834
20 	 98 	 844
21 	 98 	 850
22 	 98 	 854
23 	 98 	 860
24 	 98 	 864
25 	 98 	 870
26 	 98 	 870
27 	 98 	 874
28 	 98 	 879
29 	 98 	 879
30 	 98 	 885
31 	 98 	 885
32 	 98 	 889
33 	 98 	 889
34 	 98 	 895
35 	 98 	 895
36 	 98 	 899
37 	 98 	 899
38 	 98 	 899
39 	 98 	 905
40 	 98 	 905
41 	 98 	 905
42 	 98 	 910
43 	 98 	 910
44 	 98 	 910
45 	 98 	 910
46 	 98 	 914
47 	 98 	 914
48 	 98 	 914
49 	 98 	 914
50 	 98 	 920
51 	 98 	 920
52 	 98 	 920
53 	 98 	 920
54 	 98 	 920
55 	 98 	 920
56 	 98 	 924
57 	 98 	 924
58 	 98 	 924
59 	 98 	 924
60 	 98 	 924
61 	 98 	 924
62 	 98 	 924
63 	 98 	 930
64 	 98 	 930
65 	 98 	 930
66 	 98 	 930
67 	 98 	 930
68 	 98 	 930
69 	 98 	 930
70 	 98 	 930
71 	 98 	 930
72 	 98 	 934
73 	 98 	 934
74 	 98 	 934
75 	 98 	 934
76 	 98 	 934
77 	 98 	 934
78 	 98 	 934
79 	 98 	 934
80 	 98 	 934
81 	 98 	 934
82 	 98 	 934
83 	 98 	 934
84 	 98 	 939
85 	 98 	 939
86 	 98 	 939
87 	 98 	 939
88 	 98 	 939
89 	 98 	 939
90 	 98 	 939
91 	 98 	 939
92 	 98 	 939
93 	 98 	 939
94 	 98 	 939
95 	 98 	 939
96 	 98 	 939
10 	 99 	 719
11 	 99 	 739
12 	 99 	 760
13 	 99 	 774
14 	 99 	 789
15 	 99 	 799
16 	 99 	 809
17 	 99 	 820
18 	 99 	 830
19 	 99 	 834
20 	 99 	 844
21 	 99 	 850
22 	 99 	 854
23 	 99 	 860
24 	 99 	 864
25 	 99 	 870
26 	 99 	 870
27 	 99 	 874
28 	 99 	 879
29 	 99 	 879
30 	 99 	 885
31 	 99 	 885
32 	 99 	 889
33 	 99 	 889
34 	 99 	 895
35 	 99 	 895
36 	 99 	 899
37 	 99 	 899
38 	 99 	 899
39 	 99 	 905
40 	 99 	 905
41 	 99 	 905
42 	 99 	 910
43 	 99 	 910
44 	 99 	 910
45 	 99 	 910
46 	 99 	 914
47 	 99 	 914
48 	 99 	 914
49 	 99 	 914
50 	 99 	 920
51 	 99 	 920
52 	 99 	 920
53 	 99 	 920
54 	 99 	 920
55 	 99 	 920
56 	 99 	 924
57 	 99 	 924
58 	 99 	 924
59 	 99 	 924
60 	 99 	 924
61 	 99 	 924
62 	 99 	 924
63 	 99 	 930
64 	 99 	 930
65 	 99 	 930
66 	 99 	 930
67 	 99 	 930
68 	 99 	 930
69 	 99 	 930
70 	 99 	 930
71 	 99 	 930
72 	 99 	 934
73 	 99 	 934
74 	 99 	 934
75 	 99 	 934
76 	 99 	 934
77 	 99 	 934
78 	 99 	 934
79 	 99 	 934
80 	 99 	 934
81 	 99 	 934
82 	 99 	 934
83 	 99 	 934
84 	 99 	 939
85 	 99 	 939
86 	 99 	 939
87 	 99 	 939
88 	 99 	 939
89 	 99 	 939
90 	 99 	 939
91 	 99 	 939
92 	 99 	 939
93 	 99 	 939
94 	 99 	 939
95 	 99 	 939
96 	 99 	 939
97 	 99 	 939
